#{"t_start": 1627262560.045237, "env_id": "SlimeVolley-v0"}
r,l,t
-1,3000,4448.895203
0,3000,4451.530741
1,3000,4454.393503
1,3000,4457.076596
-2,3000,4459.930827
-1,3000,4462.865465
1,3000,4465.668355
0,3000,4468.214065
-1,3000,4470.808512
-1,3000,4473.578199
-2,3000,4476.400365
0,3000,4479.375068
0,3000,4482.101005
1,3000,4484.898636
0,3000,4487.720272
0,3000,4490.4159
-1,3000,4493.310657
0,3000,4495.948931
0,3000,4498.747511
1,3000,4501.288667
-1,3000,4503.939347
1,3000,4506.4945
-1,3000,4509.04735
0,3000,4512.045614
0,3000,4514.830192
1,3000,4517.661658
-1,3000,4520.505938
0,3000,4523.239967
-1,3000,4526.160596
0,3000,4528.86685
0,3000,4531.770404
-1,3000,4534.535108
0,3000,4537.386545
0,3000,4540.029755
0,3000,4542.952598
1,3000,4545.511965
0,3000,4548.273349
0,3000,4551.213508
0,3000,4554.200432
1,3000,4557.013069
0,3000,4559.851039
0,3000,4562.856355
0,3000,4565.766911
-1,3000,4568.662373
0,3000,4571.648836
-1,3000,4574.517353
0,3000,4577.351599
0,3000,4580.163059
0,3000,4582.958187
-1,3000,4585.989266
0,3000,4588.422299
0,3000,4591.385223
0,3000,4594.258637
1,3000,4597.085236
0,3000,4599.99826
0,3000,4602.766273
0,3000,4605.44269
0,3000,4608.21673
0,3000,4610.979844
0,3000,4613.856999
0,3000,4616.834891
0,3000,4619.490735
0,3000,4622.283225
0,3000,4624.936678
0,3000,4627.531859
-1,3000,4630.217455
0,3000,4632.73929
0,3000,4635.554523
0,3000,4638.496816
0,3000,4641.259739
-1,3000,4644.08548
0,3000,4646.932848
0,3000,4649.643459
-1,3000,4652.5752
-1,3000,4655.395128
0,3000,4657.958992
-1,3000,4660.554189
-1,3000,4663.253068
-2,3000,4666.01067
0,3000,4668.940398
0,3000,4671.687779
0,3000,4674.474296
-1,3000,4677.476767
0,3000,4680.222759
0,3000,4682.877236
-1,3000,4685.903852
-2,3000,4688.66731
-2,3000,4691.478658
-1,3000,4694.258915
0,3000,4696.865884
0,3000,4699.685207
0,3000,4702.573205
-1,3000,4704.912145
-1,3000,4707.533096
0,3000,4710.450382
0,3000,4713.215132
-1,3000,4715.746217
0,3000,4718.545896
0,3000,4721.414838
0,3000,4724.11481
1,3000,4727.106016
0,3000,4729.72695
1,3000,4732.327718
0,3000,4735.219179
0,3000,4737.985154
0,3000,4740.62791
0,3000,4743.372247
1,3000,4746.069434
2,3000,4748.969112
0,3000,4751.972234
0,3000,4754.810547
-2,3000,4757.615011
0,3000,4760.56409
-2,3000,4763.582335
0,3000,4766.232714
-2,3000,4769.15097
0,3000,4772.125809
0,3000,4775.02191
-1,3000,4778.000194
1,3000,4780.664772
0,3000,4783.308308
-1,3000,4785.85069
0,3000,4788.480119
0,3000,4791.205822
0,3000,4794.345116
1,3000,4797.211927
-1,3000,4799.931006
-1,3000,4802.770043
1,3000,4805.718201
-2,3000,4808.52618
0,3000,4811.318259
0,3000,4814.311547
-1,3000,4817.102262
0,3000,4819.723586
0,3000,4822.445346
0,3000,4824.970304
-1,3000,4827.881894
0,3000,4830.627492
0,3000,4833.477032
1,3000,4836.363556
-2,3000,4838.950605
-1,3000,4841.843764
0,3000,4844.556572
-2,3000,4847.260668
0,3000,4850.163999
0,3000,4853.160266
-2,3000,4855.912573
0,3000,4858.769138
0,3000,4861.600536
0,3000,4864.239842
0,3000,4867.216912
0,3000,4869.952122
0,3000,4872.576793
0,3000,4875.598628
0,3000,4878.428335
0,3000,4881.369451
0,3000,4884.286766
0,3000,4887.385234
0,3000,4890.456999
0,3000,4893.401325
-1,3000,4896.245966
0,3000,4899.202301
0,3000,4902.03533
0,3000,4904.832406
0,3000,4907.708556
0,3000,4910.5193
0,3000,4913.292473
0,3000,4916.063728
-1,3000,4919.028396
0,3000,4921.874431
0,3000,4924.791683
0,3000,4927.962246
0,3000,4931.087595
2,3000,4934.02244
0,3000,4937.326673
0,3000,4940.092574
0,3000,4942.811401
0,3000,4945.344986
0,3000,4947.924962
-2,3000,4950.8206
1,3000,4953.549951
0,3000,4956.185484
0,3000,4958.815307
0,3000,4961.437835
0,3000,4963.922625
0,3000,4966.499621
0,3000,4969.389732
-1,3000,4971.849456
-1,3000,4974.35014
0,3000,4976.93242
0,3000,4979.442306
0,3000,4981.982971
0,3000,4984.283682
0,3000,4986.832587
0,3000,4989.357216
-1,3000,4991.783956
-1,3000,4994.326483
-1,3000,4996.833713
0,3000,4999.228916
0,3000,5001.831586
-1,3000,5004.393824
0,3000,5006.889837
-2,3000,5009.371433
0,3000,5011.881586
-1,3000,5014.402383
-2,3000,5017.127549
-2,3000,5019.460486
-1,3000,5022.087272
0,3000,5024.960974
0,3000,5027.775753
0,3000,5030.689688
-3,3000,5033.329113
-1,3000,5035.978895
0,3000,5038.508874
-2,3000,5041.019342
-3,3000,5043.506296
0,3000,5045.976327
-1,3000,5048.68809
1,3000,5052.059085
1,3000,5055.785994
0,3000,5058.945035
-5,909,5059.965334
0,3000,5063.081003
0,3000,5065.901206
-2,3000,5068.519938
-3,3000,5071.042111
0,3000,5073.652683
-5,899,5074.487201
-5,2011,5076.266033
-2,3000,5079.046273
-2,3000,5081.657163
-3,3000,5084.435954
-3,3000,5087.183912
-2,3000,5089.839629
-3,3000,5092.170003
-5,2097,5094.12171
-2,3000,5096.542961
-1,3000,5099.116671
-2,3000,5101.705352
-3,3000,5104.274905
-1,3000,5106.905456
-1,3000,5109.60079
-3,3000,5112.229224
-2,3000,5115.004948
1,3000,5117.724219
1,3000,5120.543803
-2,3000,5123.363907
-1,3000,5125.994391
-2,3000,5128.80946
-1,3000,5131.560299
0,3000,5133.814106
-2,3000,5136.595182
-3,3000,5139.525398
-1,3000,5142.394177
-3,3000,5145.146845
0,3000,5148.016386
0,3000,5150.801016
-2,3000,5153.656468
-3,3000,5156.439406
1,3000,5159.228948
-1,3000,5161.71806
-4,3000,5164.29418
-1,3000,5166.764775
0,3000,5169.333796
-1,3000,5171.710554
0,3000,5174.253155
-1,3000,5176.71222
2,3000,5179.301672
0,3000,5181.852041
-1,3000,5184.279599
0,3000,5186.821742
-3,3000,5189.373747
2,3000,5191.940519
0,3000,5194.400245
-2,3000,5196.847726
0,3000,5199.417342
1,3000,5201.961641
0,3000,5204.476817
1,3000,5206.784453
0,3000,5209.348249
0,3000,5211.873231
-2,3000,5214.484164
0,3000,5217.018872
0,3000,5219.487952
-1,3000,5221.947091
0,3000,5224.580126
0,3000,5227.169074
-1,3000,5229.713808
-3,3000,5232.165078
-1,3000,5234.710824
0,3000,5237.617911
0,3000,5240.313112
-1,3000,5242.890085
-1,3000,5245.834568
0,3000,5248.599559
0,3000,5251.158746
1,3000,5253.997361
1,3000,5256.641996
0,3000,5259.47929
0,3000,5262.355737
0,3000,5265.013294
0,3000,5267.536877
-1,3000,5270.063012
1,3000,5272.615214
0,3000,5275.092507
0,3000,5277.715169
0,3000,5280.227531
-1,3000,5282.564283
1,3000,5285.165015
0,3000,5287.670744
-1,3000,5290.221248
0,3000,5292.790225
1,3000,5295.441858
1,3000,5297.901793
0,3000,5300.370189
0,3000,5302.821229
0,3000,5305.305418
-3,3000,5307.88244
1,3000,5310.473598
0,3000,5313.058307
-1,3000,5315.49223
0,3000,5317.820004
0,3000,5320.290452
-1,3000,5322.892803
0,3000,5325.374421
-2,3000,5327.903667
0,3000,5330.472392
0,3000,5332.975019
0,3000,5335.623616
-1,3000,5338.263705
0,3000,5340.827631
-1,3000,5343.505916
-1,3000,5346.395957
-1,3000,5349.016815
0,3000,5351.749122
0,3000,5354.270315
-1,3000,5356.984596
0,3000,5359.791423
0,3000,5362.598168
0,3000,5365.228334
-1,3000,5368.087541
1,3000,5370.830668
0,3000,5373.400702
0,3000,5376.068856
0,3000,5378.671296
0,3000,5381.299676
-1,3000,5383.927484
0,3000,5386.676458
0,3000,5389.373141
0,3000,5391.779088
0,3000,5394.407347
0,3000,5397.06802
0,3000,5399.808359
0,3000,5402.334855
0,3000,5404.98195
-2,3000,5407.673375
0,3000,5410.33458
-1,3000,5413.072707
0,3000,5415.805271
0,3000,5418.459633
-3,3000,5421.085465
-1,3000,5423.701371
0,3000,5426.419544
0,3000,5429.225275
0,3000,5431.783842
1,3000,5434.312016
-1,3000,5436.828538
2,3000,5439.358254
-1,3000,5441.822618
0,3000,5444.52382
-2,3000,5447.289536
-2,3000,5450.035859
0,3000,5452.905509
0,3000,5455.662527
0,3000,5458.211606
-1,3000,5460.817099
-1,3000,5463.470527
0,3000,5466.182386
-1,3000,5468.629422
1,3000,5471.317495
0,3000,5473.86007
0,3000,5476.488748
0,3000,5479.114983
-1,3000,5481.735688
0,3000,5484.545481
-2,3000,5487.180544
-1,3000,5489.93384
-3,3000,5492.670217
-2,3000,5495.323562
0,3000,5498.010293
0,3000,5500.777055
0,3000,5503.486843
0,3000,5505.943703
0,3000,5508.602814
0,3000,5511.402986
-1,3000,5513.924078
-1,3000,5516.373594
0,3000,5518.939318
0,3000,5521.772909
0,3000,5524.569983
-1,3000,5527.160372
-4,3000,5529.826961
0,3000,5532.398335
0,3000,5534.95875
-1,3000,5537.691655
-2,3000,5540.300496
0,3000,5542.577375
0,3000,5545.135214
0,3000,5548.082005
0,3000,5551.014259
-1,3000,5553.616715
0,3000,5556.165087
-2,3000,5558.834798
-2,3000,5561.508828
-1,3000,5564.351436
-2,3000,5567.231004
-1,3000,5570.034813
-1,3000,5572.673882
-2,3000,5575.357599
0,3000,5578.006191
-2,3000,5580.54777
-5,1955,5582.304176
0,3000,5585.092755
-3,3000,5587.737958
-3,3000,5590.15334
-2,3000,5592.717092
0,3000,5595.330831
0,3000,5597.871606
-1,3000,5600.555307
0,3000,5603.21687
0,3000,5605.848628
1,3000,5608.560997
-2,3000,5611.145674
0,3000,5613.712452
-2,3000,5616.112666
-2,3000,5618.621787
0,3000,5621.248427
1,3000,5623.997572
0,3000,5626.842249
0,3000,5629.563731
0,3000,5632.174883
-1,3000,5634.871087
0,3000,5637.651612
-1,3000,5640.319124
0,3000,5642.877708
0,3000,5645.56827
0,3000,5648.202055
0,3000,5650.810502
2,3000,5653.401405
0,3000,5655.67036
0,3000,5658.202717
-2,3000,5660.850626
0,3000,5663.572233
0,3000,5666.174975
-1,3000,5668.877748
0,3000,5671.460737
0,3000,5674.210014
0,3000,5676.837674
-1,3000,5679.582647
0,3000,5682.116712
0,3000,5684.556288
1,3000,5687.122273
0,3000,5689.643761
-1,3000,5691.973528
1,3000,5694.618023
1,3000,5697.314789
0,3000,5699.84968
-1,3000,5702.401217
-2,3000,5705.205744
1,3000,5707.789644
0,3000,5710.358547
-1,3000,5712.920572
-1,3000,5715.640413
0,3000,5718.615955
0,3000,5721.359592
0,3000,5724.053418
-1,3000,5726.905769
0,3000,5729.425452
0,3000,5732.064072
1,3000,5734.786837
0,3000,5737.483302
1,3000,5740.103531
1,3000,5742.917979
0,3000,5745.434673
-1,3000,5748.124684
0,3000,5750.703345
0,3000,5753.210531
-1,3000,5755.760715
2,3000,5758.41505
0,3000,5761.045693
-2,3000,5763.859513
1,3000,5766.319785
0,3000,5768.949063
-2,3000,5771.548591
-1,3000,5774.085917
1,3000,5776.743726
-1,3000,5779.362024
2,3000,5781.97721
1,3000,5784.559898
-2,3000,5787.099981
0,3000,5789.763195
-1,3000,5792.357282
0,3000,5795.169133
-2,3000,5797.825807
-1,3000,5800.67883
1,3000,5803.06149
-1,3000,5805.570179
0,3000,5808.167079
0,3000,5810.787649
-1,3000,5813.427257
0,3000,5815.86049
0,3000,5818.351662
-1,3000,5820.820549
0,3000,5823.478503
0,3000,5826.041416
2,3000,5828.605976
0,3000,5831.281076
-1,3000,5833.875073
0,3000,5836.349551
0,3000,5838.857562
2,3000,5841.215493
0,3000,5843.763065
1,3000,5846.19093
0,3000,5848.633673
0,3000,5851.262626
0,3000,5853.69654
0,3000,5856.183721
-3,3000,5858.707027
0,3000,5861.267667
-2,3000,5863.776511
-2,3000,5866.236399
1,3000,5868.721405
-2,3000,5871.256414
0,3000,5873.799232
1,3000,5876.07431
-1,3000,5878.56053
1,3000,5881.124138
-1,3000,5883.736462
-2,3000,5886.312885
-1,3000,5888.844406
0,3000,5891.334747
-1,3000,5893.781641
-3,3000,5896.377274
-1,3000,5898.910306
-2,3000,5901.444281
-1,3000,5903.913439
-4,3000,5906.403728
-1,3000,5908.954086
-1,3000,5911.289666
-1,3000,5913.792935
0,3000,5916.23192
0,3000,5918.829006
-3,3000,5921.432084
-1,3000,5923.816637
0,3000,5926.237756
-2,3000,5928.770454
0,3000,5931.338831
-2,3000,5933.883901
1,3000,5936.452384
-1,3000,5938.935642
0,3000,5941.485821
0,3000,5944.042513
0,3000,5946.37607
0,3000,5948.795821
0,3000,5951.398833
1,3000,5953.915382
0,3000,5956.543355
0,3000,5959.025115
0,3000,5961.612213
0,3000,5964.281018
0,3000,5966.770449
0,3000,5969.230982
1,3000,5971.769569
-1,3000,5974.387345
1,3000,5977.734513
0,3000,5980.83224
0,3000,5983.728964
0,3000,5987.060776
0,3000,5990.16587
0,3000,5992.961758
0,3000,5995.818726
0,3000,5998.669365
0,3000,6001.364734
-1,3000,6004.080643
0,3000,6006.650725
2,3000,6009.244175
0,3000,6011.894065
0,3000,6014.523022
0,3000,6017.313329
0,3000,6019.974389
1,3000,6022.481646
0,3000,6024.791454
0,3000,6027.338592
0,3000,6029.912373
0,3000,6032.400456
1,3000,6035.080166
1,3000,6037.678438
0,3000,6040.273075
-2,3000,6042.938418
1,3000,6045.459196
1,3000,6048.35029
-1,3000,6051.148382
0,3000,6053.773846
-2,3000,6056.472547
-2,3000,6059.018881
1,3000,6061.331135
0,3000,6064.028595
1,3000,6066.711494
-1,3000,6069.287419
0,3000,6071.987186
1,3000,6074.53599
0,3000,6077.125777
0,3000,6079.661047
0,3000,6082.353391
2,3000,6085.073627
-2,3000,6087.860341
1,3000,6090.478983
-1,3000,6093.17607
0,3000,6095.913943
1,3000,6098.384516
-1,3000,6101.113857
-3,3000,6103.839725
0,3000,6106.381285
1,3000,6109.166156
0,3000,6111.986629
0,3000,6114.658127
-1,3000,6117.327845
0,3000,6120.068253
0,3000,6122.668457
0,3000,6125.161196
0,3000,6127.776174
0,3000,6130.724484
0,3000,6133.589409
1,3000,6135.983589
0,3000,6138.642617
-1,3000,6141.282343
0,3000,6144.142313
0,3000,6146.785431
0,3000,6149.516873
0,3000,6151.949836
1,3000,6154.51182
2,3000,6157.134654
0,3000,6159.794515
0,3000,6162.432234
0,3000,6165.034754
0,3000,6167.633677
0,3000,6170.36727
1,3000,6173.021474
0,3000,6175.395211
1,3000,6177.884166
0,3000,6180.408982
-1,3000,6182.94108
-1,3000,6185.449317
0,3000,6187.961089
0,3000,6190.606285
0,3000,6193.161073
-1,3000,6195.567959
0,3000,6198.094508
-1,3000,6200.581475
-1,3000,6203.033688
-2,3000,6205.57413
1,3000,6208.133541
0,3000,6210.318007
-2,3000,6212.788238
0,3000,6215.291735
1,3000,6217.812488
0,3000,6220.331579
-1,3000,6222.903562
-1,3000,6225.696854
0,3000,6228.636174
0,3000,6231.401345
0,3000,6234.252551
0,3000,6237.032103
-1,3000,6239.794141
0,3000,6242.731711
0,3000,6245.450307
0,3000,6248.085575
0,3000,6251.185653
0,3000,6254.015687
0,3000,6256.826892
0,3000,6259.624119
0,3000,6262.542131
0,3000,6265.544815
-2,3000,6268.585627
-2,3000,6271.3177
0,3000,6273.999464
-1,3000,6276.80769
-3,3000,6279.59416
-2,3000,6282.586609
-3,3000,6285.325189
-1,3000,6288.133376
-1,3000,6290.953398
0,3000,6293.760928
0,3000,6296.616796
0,3000,6299.640578
-1,3000,6302.649791
2,3000,6305.583242
0,3000,6308.497366
-1,3000,6311.598156
0,3000,6314.305703
-1,3000,6317.114974
0,3000,6319.909111
0,3000,6322.715689
0,3000,6325.74226
1,3000,6328.505646
2,3000,6331.29421
0,3000,6334.385315
-1,3000,6337.621956
1,3000,6340.816276
0,3000,6343.736925
0,3000,6346.644057
0,3000,6349.391885
0,3000,6352.253523
0,3000,6354.994057
2,3000,6357.952544
0,3000,6360.990917
0,3000,6363.889784
0,3000,6366.729313
-1,3000,6369.682777
2,3000,6372.211621
0,3000,6374.921008
1,3000,6377.830552
-1,3000,6381.023728
0,3000,6384.01982
0,3000,6387.020763
1,3000,6390.393645
-1,3000,6394.243337
0,3000,6397.788884
1,3000,6401.237593
0,3000,6404.498118
-1,3000,6407.752468
-3,3000,6411.492193
1,3000,6414.394871
0,3000,6417.102374
-1,3000,6420.010279
-2,3000,6422.817864
0,3000,6425.769089
-1,3000,6428.930965
-1,3000,6431.934877
-5,2590,6434.458863
-1,3000,6437.84266
0,3000,6441.228921
-1,3000,6444.782851
0,3000,6447.500499
0,3000,6450.193007
0,3000,6452.862954
0,3000,6455.57056
0,3000,6458.113857
-1,3000,6460.653677
0,3000,6463.272543
0,3000,6465.90187
-1,3000,6468.51486
0,3000,6471.189813
0,3000,6473.876602
0,3000,6476.511822
0,3000,6479.030673
0,3000,6481.531021
-1,3000,6484.208049
-1,3000,6486.814657
0,3000,6489.382319
-1,3000,6492.018782
-1,3000,6494.708055
-2,3000,6497.27338
-1,3000,6499.860208
-1,3000,6502.683628
0,3000,6505.385291
-2,3000,6507.948193
-1,3000,6510.596977
-2,3000,6513.148215
-1,3000,6515.716473
-2,3000,6518.109519
0,3000,6520.543832
-1,3000,6523.149966
1,3000,6525.958827
1,3000,6528.662725
-1,3000,6531.304031
0,3000,6533.97954
0,3000,6536.579294
0,3000,6539.246871
1,3000,6541.927608
0,3000,6544.726074
0,3000,6547.387769
0,3000,6550.075033
1,3000,6552.780384
-2,3000,6555.208803
1,3000,6557.944443
0,3000,6560.831738
0,3000,6563.264619
0,3000,6565.772554
0,3000,6568.374938
0,3000,6571.197262
0,3000,6573.821024
1,3000,6576.351149
0,3000,6579.04535
0,3000,6581.740063
0,3000,6584.440044
1,3000,6587.120266
0,3000,6589.82809
0,3000,6592.140584
0,3000,6594.810088
3,3000,6597.431749
0,3000,6600.309567
1,3000,6602.992625
0,3000,6605.561554
0,3000,6608.158077
-1,3000,6610.76865
-1,3000,6613.410918
2,3000,6616.196911
0,3000,6618.833143
0,3000,6621.474931
0,3000,6624.633489
0,3000,6627.316
0,3000,6629.93756
0,3000,6632.529302
0,3000,6635.490512
1,3000,6638.716287
0,3000,6641.756467
0,3000,6644.672615
2,3000,6647.568648
-1,3000,6650.458402
1,3000,6653.320887
-1,3000,6656.097296
-1,3000,6659.141708
-1,3000,6662.059205
1,3000,6664.948807
0,3000,6667.800225
0,3000,6670.549135
-2,3000,6673.098496
-1,3000,6676.186742
3,3000,6679.215676
0,3000,6682.139206
0,3000,6685.262402
-1,3000,6688.179581
0,3000,6691.304592
-2,3000,6694.315427
-1,3000,6697.162668
0,3000,6700.018165
0,3000,6702.889984
-2,3000,6705.662897
0,3000,6708.398991
-2,3000,6711.275325
-1,3000,6713.890372
-3,3000,6716.672534
-1,3000,6719.508575
0,3000,6722.485858
-1,3000,6725.467916
0,3000,6728.469854
0,3000,6731.258545
0,3000,6734.917074
0,3000,6738.529668
-1,3000,6741.877611
0,3000,6744.691139
0,3000,6747.49514
-1,3000,6750.353644
0,3000,6753.217613
0,3000,6755.874836
0,3000,6758.930672
0,3000,6761.793157
0,3000,6764.534277
0,3000,6767.62679
0,3000,6770.346214
0,3000,6773.448673
1,3000,6776.332748
0,3000,6779.09095
0,3000,6781.830175
0,3000,6784.737095
-1,3000,6787.692954
-1,3000,6790.509826
-2,3000,6793.263753
0,3000,6796.125509
1,3000,6798.69904
0,3000,6801.433355
1,3000,6804.388085
0,3000,6807.208857
0,3000,6810.017853
-1,3000,6812.839569
0,3000,6815.621622
0,3000,6818.3139
-1,3000,6821.139111
0,3000,6823.931474
-1,3000,6826.61231
0,3000,6829.349753
0,3000,6832.079166
-1,3000,6835.044562
0,3000,6837.787107
1,3000,6840.571089
0,3000,6843.258863
-1,3000,6846.060404
0,3000,6848.85914
0,3000,6851.694561
0,3000,6854.497885
-1,3000,6857.358303
-1,3000,6860.149324
0,3000,6863.212022
0,3000,6866.032357
0,3000,6868.889198
0,3000,6871.827388
-2,3000,6874.679694
1,3000,6877.309045
1,3000,6880.189709
-1,3000,6882.887515
1,3000,6885.694975
0,3000,6888.711346
0,3000,6891.83976
-1,3000,6895.164596
0,3000,6898.728976
0,3000,6901.875814
-1,3000,6904.762525
0,3000,6907.726959
0,3000,6911.602787
0,3000,6914.817812
0,3000,6917.904846
-1,3000,6920.806977
0,3000,6923.9473
0,3000,6926.806285
0,3000,6929.910159
0,3000,6932.732844
2,3000,6935.750792
0,3000,6938.861503
0,3000,6941.822351
0,3000,6944.677201
0,3000,6947.558654
0,3000,6950.262178
0,3000,6953.230591
0,3000,6956.134917
-1,3000,6958.954274
0,3000,6961.70535
0,3000,6964.43249
-1,3000,6967.161747
-1,3000,6969.88695
0,3000,6972.7128
0,3000,6975.462698
-1,3000,6978.439173
0,3000,6981.292316
0,3000,6984.047287
0,3000,6986.862363
1,3000,6989.806488
1,3000,6992.614978
0,3000,6995.472374
-1,3000,6998.514759
0,3000,7001.550775
2,3000,7004.363732
2,3000,7007.170538
-1,3000,7009.911255
-1,3000,7012.742691
0,3000,7016.070632
0,3000,7019.085938
0,3000,7022.280197
2,3000,7025.096694
-1,3000,7027.862732
0,3000,7030.609273
-2,3000,7033.502096
0,3000,7036.522056
-1,3000,7039.424862
2,3000,7042.191234
-1,3000,7044.703246
-1,3000,7047.563903
0,3000,7050.446835
1,3000,7053.482609
-1,3000,7056.214809
1,3000,7058.904508
0,3000,7061.675489
1,3000,7064.413217
-1,3000,7067.143641
0,3000,7070.29048
0,3000,7073.578461
0,3000,7076.673406
0,3000,7079.448085
0,3000,7082.493358
-1,3000,7085.071891
0,3000,7088.019966
0,3000,7091.203931
1,3000,7094.139476
-1,3000,7097.224475
0,3000,7100.395097
2,3000,7103.182274
0,3000,7106.1129
0,3000,7108.960798
1,3000,7111.747424
0,3000,7114.604807
0,3000,7117.485083
0,3000,7120.296358
0,3000,7123.153846
0,3000,7125.712298
-1,3000,7128.800796
-1,3000,7131.840634
1,3000,7134.750307
-1,3000,7137.614171
-1,3000,7140.395661
-1,3000,7143.537382
0,3000,7146.436821
0,3000,7149.149906
1,3000,7151.920168
0,3000,7154.616361
1,3000,7157.422082
0,3000,7160.392619
0,3000,7163.146405
0,3000,7167.019665
1,3000,7170.599457
-1,3000,7173.697637
0,3000,7176.494723
0,3000,7180.160211
0,3000,7183.857281
0,3000,7187.039247
0,3000,7189.766912
0,3000,7192.90958
0,3000,7195.663501
1,3000,7198.826186
1,3000,7201.921106
0,3000,7205.322483
0,3000,7208.244489
1,3000,7211.06811
0,3000,7213.731892
0,3000,7216.724428
0,3000,7219.45213
1,3000,7222.360508
0,3000,7225.121443
1,3000,7227.808476
1,3000,7230.749075
-1,3000,7233.688893
0,3000,7236.398641
0,3000,7239.229438
1,3000,7241.974373
0,3000,7244.798528
-2,3000,7247.592156
0,3000,7250.363667
0,3000,7253.12561
0,3000,7256.157961
-2,3000,7258.963568
0,3000,7261.887696
-1,3000,7265.050094
0,3000,7267.817636
1,3000,7270.591589
-1,3000,7273.36956
0,3000,7276.327417
1,3000,7279.032392
0,3000,7282.096045
0,3000,7285.063793
0,3000,7287.770216
0,3000,7290.568765
0,3000,7293.168538
0,3000,7295.862639
0,3000,7298.605339
1,3000,7301.579034
1,3000,7304.640016
-1,3000,7307.468078
0,3000,7310.348724
3,3000,7313.532836
1,3000,7316.316818
1,3000,7319.208371
-1,3000,7321.948997
0,3000,7325.001745
1,3000,7327.934094
-1,3000,7330.989943
0,3000,7333.716479
0,3000,7336.77822
-1,3000,7339.505798
1,3000,7342.148842
0,3000,7344.721714
1,3000,7347.391453
3,3000,7350.059074
0,3000,7352.642392
0,3000,7355.278
0,3000,7357.91402
0,3000,7360.386633
0,3000,7362.931369
1,3000,7365.533583
0,3000,7368.086299
-2,3000,7370.549865
-1,3000,7372.875072
-1,3000,7375.455626
2,3000,7378.060643
1,3000,7380.749406
-1,3000,7383.411055
1,3000,7386.051477
1,3000,7388.860571
0,3000,7391.415447
-1,3000,7394.018696
0,3000,7396.710142
0,3000,7399.503543
0,3000,7402.144585
0,3000,7404.69604
-1,3000,7407.315686
-1,3000,7409.685474
0,3000,7412.244691
0,3000,7414.934261
0,3000,7417.895025
-2,3000,7420.780457
0,3000,7423.632861
1,3000,7426.659711
1,3000,7429.594605
-1,3000,7432.459849
0,3000,7435.067632
1,3000,7437.816921
0,3000,7440.591622
1,3000,7443.338556
-2,3000,7445.970861
2,3000,7448.459298
-1,3000,7451.121347
-2,3000,7453.639078
0,3000,7456.173711
0,3000,7458.82653
1,3000,7461.479407
0,3000,7463.923254
-2,3000,7466.478613
1,3000,7469.528789
-1,3000,7472.196739
-2,3000,7475.166603
2,3000,7477.705353
0,3000,7480.611737
0,3000,7483.132897
0,3000,7485.443186
0,3000,7487.92365
-2,3000,7490.473055
0,3000,7493.297886
-1,3000,7495.918279
-1,3000,7498.435395
0,3000,7500.916236
0,3000,7503.779159
-1,3000,7506.287511
1,3000,7508.739295
0,3000,7511.604804
0,3000,7514.136522
0,3000,7516.864113
-2,3000,7519.451232
-1,3000,7521.948179
2,3000,7524.311239
1,3000,7526.819771
0,3000,7529.4752
-1,3000,7532.068411
-2,3000,7534.715912
0,3000,7537.334037
-1,3000,7539.974721
0,3000,7542.553506
0,3000,7545.182655
1,3000,7547.74114
0,3000,7550.283276
0,3000,7552.836996
1,3000,7555.574
-1,3000,7558.140521
-1,3000,7560.422238
0,3000,7562.934089
-1,3000,7565.382852
1,3000,7567.902047
1,3000,7570.560584
1,3000,7573.169657
0,3000,7575.633121
0,3000,7578.083271
0,3000,7580.546067
0,3000,7583.241769
-1,3000,7585.871617
1,3000,7588.33641
1,3000,7590.852278
0,3000,7593.306506
-2,3000,7595.629888
-1,3000,7598.101211
0,3000,7600.828902
-2,3000,7603.424582
1,3000,7605.864104
0,3000,7608.978907
-1,3000,7612.070688
1,3000,7614.783118
-1,3000,7617.532762
0,3000,7620.815413
0,3000,7625.288703
0,3000,7628.364701
0,3000,7631.037496
0,3000,7633.589058
-1,3000,7635.965851
0,3000,7638.413527
0,3000,7641.227858
0,3000,7643.869832
-1,3000,7646.419935
0,3000,7649.015629
0,3000,7651.482069
-1,3000,7654.066863
0,3000,7656.630408
0,3000,7659.185051
1,3000,7661.665852
-1,3000,7664.163123
0,3000,7666.714783
0,3000,7669.224814
2,3000,7671.522443
0,3000,7673.996346
-1,3000,7676.596904
-3,3000,7679.373019
0,3000,7682.175701
0,3000,7684.973605
0,3000,7687.690935
1,3000,7690.187733
0,3000,7692.768472
0,3000,7695.209012
0,3000,7697.823878
0,3000,7700.360245
0,3000,7702.893691
0,3000,7705.364693
0,3000,7707.826672
0,3000,7710.106746
0,3000,7712.60984
-2,3000,7715.259542
-1,3000,7717.803926
0,3000,7720.402618
1,3000,7722.940709
1,3000,7725.496835
-1,3000,7728.090504
1,3000,7730.604204
0,3000,7733.081761
0,3000,7735.576098
0,3000,7738.163592
-1,3000,7740.787297
2,3000,7743.251589
1,3000,7745.601946
-2,3000,7748.215852
0,3000,7750.730733
-1,3000,7753.330753
1,3000,7755.928651
0,3000,7758.418521
0,3000,7760.921935
1,3000,7763.584665
-1,3000,7766.009993
-4,3000,7768.616781
-1,3000,7771.125599
0,3000,7773.62047
0,3000,7776.163752
3,3000,7778.712356
0,3000,7780.99138
-1,3000,7783.472885
0,3000,7786.103534
-1,3000,7788.641469
0,3000,7791.082629
0,3000,7793.519915
-1,3000,7796.004853
0,3000,7798.465095
1,3000,7801.127867
